"Marital_status","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Gender","Scholarship_holder","Age_at_enrollment","International","Unemployment_rate","Inflation_rate","GDP","Target","PAM_1500"
"1","9853","1",1,147,"1","9","9",142.8,"1","0","0","0",23,"0",7.6,2.6,0.32,"Dropout",NA
"1","9070","1",1,160,"1","5",NA,155.5,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9853","1",1,133,"1",NA,NA,126.7,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Enrolled",1
"2","9773","1",19,100,"1",NA,NA,163.5,"0","0","1","0",50,"0",10.8,1.4,1.74,"Dropout",NA
"1","171","1",1,151,"41","2","5",161.9,"1","0","0","1",19,"1",13.9,-0.3,0.79,"Graduate",1
"1","9254","1",1,124,"41","9","9",123.3,"1","0","0","0",22,"1",13.9,-0.3,0.79,"Graduate",1
"1","9238","1",39,140,"41","4","6",137.5,"0","0","0","1",23,"1",12.4,0.5,1.79,"Graduate",2
"1","9085","1",1,170,"1","4","5",166.6,"0","0","0","1",20,"0",12.7,3.7,-1.7,"Dropout",2
"4","9238","1",19,133.1,"1","9","10",103.5,"0","0","0","0",44,"0",13.9,-0.3,0.79,"Dropout",2
"4","9003","1",19,133.1,"1","9","9",110,"0","0","1","0",49,"0",15.5,2.8,-4.06,"Graduate",2
"2","9991","0",1,100,"1","9","9",128.2,"0","0","1","0",46,"0",7.6,2.6,0.32,"Graduate",2
"1","9085","1",39,120,"1","1","9",137.7,"1","0","1","0",41,"0",12.4,0.5,1.79,"Dropout",NA
"1","9500","1",1,133,"1","9",NA,128.8,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Graduate",NA
"3","9991","0",1,120,"1","9","2",170,"0","0","1","0",43,"0",9.4,-0.8,-3.12,"Graduate",NA
"4","9147","1",19,133.1,"1","9",NA,116.4,"0","0","1","0",70,"0",10.8,1.4,1.74,"Dropout",NA
"4","9130","1",19,133.1,"1","9","4",100.9,"0","0","1","0",48,"0",15.5,2.8,-4.06,"Dropout",NA
"2","9003","1",1,133.1,"1","9",NA,136,"0","0","1","0",41,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9254","1",1,140,"1","9","3",130,"0","0","1","0",21,"0",12.7,3.7,-1.7,"Enrolled",2
"1","33","1",1,100,"41","9",NA,100,"0","0","1","0",35,"1",16.2,0.3,-0.92,"Dropout",NA
"2","9130","1",19,133.1,"1","2","9",157,"1","0","1","0",44,"0",10.8,1.4,1.74,"Graduate",NA
"1","9147","1",1,143,"1","5","5",152.1,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Dropout",2
"2","8014","0",1,165,"1",NA,NA,162.9,"1","0","1","0",45,"0",7.6,2.6,0.32,"Graduate",NA
"1","9254","1",1,154,"1","2","1",137.2,"0","0","1","0",20,"0",15.5,2.8,-4.06,"Enrolled",2
"1","9003","1",39,140,"1","9","1",140,"1","0","1","0",22,"0",12.4,0.5,1.79,"Graduate",NA
"1","9119","1",1,140,"1","5",NA,146.5,"0","0","1","0",39,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9085","1",39,130,"1","6","6",130,"0","0","1","0",20,"0",12.4,0.5,1.79,"Enrolled",NA
"2","9147","1",19,133.1,"1","9","3",128,"0","0","1","0",49,"0",8.9,1.4,3.51,"Dropout",NA
"1","9556","1",4,190,"1","2","2",190,"1","0","1","0",43,"0",11.1,0.6,2.02,"Dropout",1
"2","9991","0",1,120,"1","9","9",133.2,"1","0","1","0",32,"0",7.6,2.6,0.32,"Dropout",NA
"1","9238","1",12,100,"1","9","9",124.3,"0","0","1","0",47,"0",10.8,1.4,1.74,"Graduate",NA
"5","9991","0",1,120,"1","9","9",138.1,"0","0","1","1",37,"0",16.2,0.3,-0.92,"Dropout",2
"2","8014","0",1,133.1,"1","4",NA,144.3,"0","0","1","0",41,"0",10.8,1.4,1.74,"Graduate",NA
"2","9003","1",1,150,"1","9","6",140,"0","0","1","0",60,"0",15.5,2.8,-4.06,"Graduate",NA
"2","9254","1",1,120,"1","9","9",148.3,"0","0","1","0",47,"0",10.8,1.4,1.74,"Graduate",NA
"1","8014","0",1,133.1,"1","9",NA,96,"0","0","1","0",50,"0",12.4,0.5,1.79,"Dropout",2
"2","9991","0",19,133.1,"1",NA,NA,121.7,"1","0","1","0",45,"0",7.6,2.6,0.32,"Dropout",1
"1","9119","1",1,100,"1","9",NA,160,"0","0","1","0",45,"0",15.5,2.8,-4.06,"Dropout",2
"2","9085","1",1,133.1,"1",NA,NA,110.3,"0","0","1","0",33,"0",7.6,2.6,0.32,"Graduate",2
"1","9500","1",1,143,"1","2","2",129,"0","0","1","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"2","9085","1",1,120,"1","6","6",150,"0","0","1","0",43,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","8014","0",1,161,"1","4","10",100,"0","0","1","0",44,"0",12.7,3.7,-1.7,"Graduate",2
"1","9130","1",9,133.1,"1",NA,NA,107.5,"0","0","1","0",29,"0",7.6,2.6,0.32,"Dropout",NA
"4","9670","1",1,140,"1","3","9",170,"0","0","1","0",53,"0",12.7,3.7,-1.7,"Dropout",NA
"2","9991","0",6,123,"1","9","9",123,"0","0","1","0",37,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9670","1",1,142,"1",NA,"10",138.5,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Enrolled",2
"1","33","1",19,133.1,"1","4","4",140,"0","0","1","0",35,"0",16.2,0.3,-0.92,"Dropout",2
"1","9254","1",1,115,"1","3",NA,113.6,"0","0","1","0",23,"0",11.1,0.6,2.02,"Enrolled",NA
"1","171","1",1,156,"1","9","5",170,"1","0","1","0",22,"0",7.6,2.6,0.32,"Graduate",1
"1","8014","0",1,140,"1",NA,"5",115.5,"0","0","1","0",33,"0",10.8,1.4,1.74,"Dropout",NA
"1","9130","1",3,130,"1",NA,"10",130,"0","0","1","0",41,"0",10.8,1.4,1.74,"Dropout",2
"4","9500","1",3,140,"1","9",NA,140,"0","0","1","0",51,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9670","1",1,140,"1","3","3",126.6,"0","0","1","0",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9991","0",1,133.1,"1","9","9",143.2,"0","0","1","0",35,"0",11.1,0.6,2.02,"Dropout",NA
"1","171","1",1,131,"41","4",NA,131.4,"1","0","1","0",20,"1",7.6,2.6,0.32,"Graduate",NA
"1","9670","1",1,141,"1","2","2",133.3,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Enrolled",1
"1","9773","1",1,120,"1","9","9",118.3,"0","0","1","1",18,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9003","1",39,140,"1","4","6",140,"0","0","1","0",21,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9254","1",1,132,"1","6","6",124.7,"1","0","1","0",21,"0",13.9,-0.3,0.79,"Graduate",NA
"2","9147","1",1,130,"1","4",NA,140,"0","0","1","0",34,"0",9.4,-0.8,-3.12,"Graduate",NA
"4","9130","1",1,140,"1","6",NA,150,"1","0","1","0",34,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9670","1",1,110,"1","4","10",115.6,"1","0","1","0",21,"0",11.1,0.6,2.02,"Graduate",NA
"1","9773","1",1,140,"1","3",NA,116.9,"0","0","1","0",32,"0",13.9,-0.3,0.79,"Enrolled",2
"1","9254","1",1,130,"1","5",NA,123.4,"1","0","1","0",30,"0",7.6,2.6,0.32,"Dropout",NA
"1","171","1",1,137,"1","3",NA,146.5,"1","0","1","0",19,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9773","1",1,158,"1",NA,NA,117.1,"1","0","1","0",20,"0",8.9,1.4,3.51,"Dropout",NA
"1","9070","1",1,124,"1","9",NA,113.9,"1","0","1","0",18,"0",12.4,0.5,1.79,"Dropout",1
"1","9254","1",1,136,"1","2","2",128.7,"0","0","1","0",19,"0",8.9,1.4,3.51,"Graduate",2
"1","9500","1",1,142,"1","3","3",132.9,"1","0","1","0",18,"0",12.4,0.5,1.79,"Dropout",1
"1","9991","0",1,150,"1","4",NA,123,"0","0","1","0",27,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9773","1",12,120,"1","9","9",129.8,"1","0","1","0",52,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9003","1",1,149,"1","4","5",156.1,"1","0","1","0",29,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9003","1",39,130,"1","4","4",120,"1","0","1","0",22,"0",8.9,1.4,3.51,"Dropout",NA
"1","9085","1",1,110,"25","9","6",117.2,"1","0","1","0",28,"1",15.5,2.8,-4.06,"Graduate",NA
"1","9670","1",6,133.1,"1",NA,"3",107,"1","0","1","0",30,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,134,"1","5","3",128.4,"1","0","0","0",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9670","1",1,130,"1","5","5",123.4,"1","0","0","0",21,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9070","1",1,141,"1","9","9",126.7,"1","0","0","1",20,"0",12.7,3.7,-1.7,"Graduate",1
"1","9500","1",1,123,"1","3","3",123,"1","0","0","1",21,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9991","0",19,133.1,"1",NA,"9",137.2,"0","0","0","0",32,"0",10.8,1.4,1.74,"Dropout",1
"1","9070","1",1,122,"1","9","9",125.9,"1","0","1","1",20,"0",12.4,0.5,1.79,"Graduate",1
"1","171","1",1,132,"1","4","5",138,"1","0","1","0",19,"0",15.5,2.8,-4.06,"Dropout",2
"1","9670","1",1,133.1,"41","9","5",128.2,"0","0","1","0",18,"1",8.9,1.4,3.51,"Dropout",2
"1","9991","0",1,130,"1","9","4",126.5,"1","0","1","0",23,"0",7.6,2.6,0.32,"Dropout",1
"1","9254","1",1,111,"1","3","3",112.4,"1","0","1","0",20,"0",12.4,0.5,1.79,"Graduate",NA
"2","9147","1",1,133.1,"1","9","9",109,"1","0","0","0",46,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9003","1",1,125,"1","2","2",100,"0","0","1","0",27,"0",15.5,2.8,-4.06,"Graduate",NA
"1","171","1",1,137,"1","1","10",144.7,"1","0","1","0",20,"0",16.2,0.3,-0.92,"Enrolled",NA
"2","8014","0",19,100,"1","9","9",120,"1","0","1","0",41,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9147","1",1,133.1,"21",NA,"3",100,"0","0","1","0",40,"1",11.1,0.6,2.02,"Enrolled",2
"2","8014","0",39,150,"1","5","5",154,"0","0","1","0",37,"0",12.4,0.5,1.79,"Graduate",2
"1","9147","1",1,120,"1","5","10",111.3,"0","0","1","0",20,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9130","1",39,150,"1","4","4",150,"1","0","0","0",20,"0",10.8,1.4,1.74,"Enrolled",1
"1","9991","0",40,133.1,"1","4","1",100,"0","0","0","0",26,"0",12.4,0.5,1.79,"Graduate",NA
"2","8014","0",1,133.1,"1","9",NA,162.5,"0","0","1","0",54,"0",8.9,1.4,3.51,"Graduate",NA
"1","9670","1",1,132,"1","5","5",134.1,"1","0","1","0",21,"0",10.8,1.4,1.74,"Graduate",NA
"1","9085","1",1,134,"1","9","9",133,"1","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"1","9773","1",1,126,"1","5","5",119,"1","0","0","0",18,"0",12.4,0.5,1.79,"Dropout",1
"1","9500","1",1,136,"1","4","9",131.1,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Enrolled",1
"1","9238","1",1,129,"1","4","10",129.4,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9085","1",1,126,"1","2",NA,123.9,"1","0","0","0",19,"0",12.4,0.5,1.79,"Enrolled",NA
"1","9085","1",39,140,"1","4",NA,140,"1","0","0","0",22,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9085","1",1,162,"1","4","4",162,"0","0","0","0",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","171","1",1,148,"1","4","2",131.6,"1","0","0","0",21,"0",8.9,1.4,3.51,"Dropout",1
"1","9853","1",1,119,"1",NA,NA,110.6,"0","0","0","0",20,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9773","1",1,123,"1","5","5",117.4,"1","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",1
"1","9773","1",1,150,"1",NA,NA,137.8,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",1
"1","9670","1",1,113,"1","5","4",106.7,"1","0","0","0",20,"0",15.5,2.8,-4.06,"Dropout",1
"1","9500","1",1,152,"1","3",NA,156.9,"0","0","0","1",18,"0",15.5,2.8,-4.06,"Graduate",2
"1","9500","1",1,154,"1","1","3",129,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9773","1",1,130,"1","9","9",124.8,"1","0","0","1",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","9238","1",1,121,"1","1","1",115.1,"1","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9070","1",1,153,"1","1","2",146.7,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9500","1",1,148,"1","4","5",132.8,"0","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9085","1",1,143,"1",NA,NA,159.1,"0","0","0","1",18,"0",7.6,2.6,0.32,"Dropout",1
"1","171","1",1,147,"1","5","4",137.6,"1","0","0","1",20,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9773","1",1,138,"1","9","9",124,"0","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,120,"1","2","2",149,"0","0","1","0",36,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9238","1",1,145,"1","9","2",129.6,"0","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9238","1",1,118,"1","2","5",110,"1","0","0","0",18,"0",8.9,1.4,3.51,"Graduate",1
"1","9773","1",1,121,"1","3","3",116.1,"0","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9773","1",1,135,"1","5",NA,133.3,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",NA
"1","9070","1",1,140,"1","9",NA,144.3,"1","0","0","0",19,"0",12.4,0.5,1.79,"Graduate",1
"1","9500","1",1,145,"1","4",NA,133.6,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9130","1",1,133,"1","9","9",123.2,"1","0","0","1",19,"0",8.9,1.4,3.51,"Graduate",1
"1","9853","1",1,127,"1","3",NA,137.2,"1","0","0","0",18,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9070","1",42,130,"1","3","5",130,"1","0","0","1",22,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9238","1",1,117,"1","9",NA,110,"1","0","0","0",18,"0",11.1,0.6,2.02,"Dropout",NA
"1","9147","1",1,125,"1","5","5",118,"1","0","0","0",19,"0",8.9,1.4,3.51,"Graduate",1
"1","9773","1",1,141,"1","9","9",128.4,"1","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9853","1",1,122,"1","5","3",113.6,"0","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,118,"1","9","3",113.5,"1","0","0","0",20,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9070","1",1,142,"1","3","5",146.9,"1","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9130","1",1,143,"1","2","10",141.3,"0","0","0","0",23,"0",11.1,0.6,2.02,"Enrolled",NA
"1","9773","1",1,143,"1","4",NA,129.7,"1","0","0","0",20,"0",8.9,1.4,3.51,"Dropout",NA
"1","9070","1",1,123,"1","9","3",121.3,"1","0","0","0",20,"0",12.4,0.5,1.79,"Enrolled",1
"1","9238","1",1,115,"1","9","4",109.1,"1","0","0","1",22,"0",12.4,0.5,1.79,"Dropout",NA
"1","9853","1",1,112,"1","5",NA,107.1,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,135,"1","9","9",129.2,"0","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,162,"1","3","3",154.1,"0","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9853","1",1,143,"1","4","4",147.2,"0","0","0","0",18,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,130,"1","4","4",120,"0","0","0","0",21,"0",11.1,0.6,2.02,"Enrolled",1
"1","9070","1",1,136,"1","4","5",130.8,"0","0","0","0",20,"0",10.8,1.4,1.74,"Enrolled",1
"1","9070","1",1,125,"1","4","4",120.8,"1","0","0","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9500","1",1,132,"1","3","5",125.4,"1","0","0","1",20,"0",11.1,0.6,2.02,"Enrolled",NA
"1","8014","0",1,123,"1","9",NA,121.3,"1","0","0","0",25,"0",7.6,2.6,0.32,"Graduate",1
"1","9147","1",1,142,"1","9","9",127,"1","0","0","1",18,"0",13.9,-0.3,0.79,"Graduate",NA
"1","171","1",1,147,"1","9","3",151.6,"1","0","0","0",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9085","1",1,140,"6","4",NA,131.6,"1","0","0","0",20,"1",12.4,0.5,1.79,"Enrolled",NA
"1","9238","1",1,133.1,"1","9","9",106,"1","0","0","1",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","9773","1",1,114,"1","9","9",111.6,"1","0","0","1",21,"0",11.1,0.6,2.02,"Graduate",1
"1","9670","1",1,125,"1","4","3",117.3,"1","0","0","0",18,"0",8.9,1.4,3.51,"Graduate",NA
"1","9853","1",1,127,"1","5",NA,121.4,"1","0","0","0",18,"0",11.1,0.6,2.02,"Dropout",NA
"1","9070","1",1,132,"1","9",NA,126.1,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9500","1",1,148,"1","4","5",137,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",1
"1","9670","1",1,139,"1","3","5",120.8,"0","0","0","0",19,"0",15.5,2.8,-4.06,"Dropout",2
"1","9254","1",1,136,"1","3","3",128.7,"1","0","0","0",20,"0",13.9,-0.3,0.79,"Dropout",1
"1","9238","1",9,133.1,"1",NA,NA,118,"0","0","0","0",47,"0",7.6,2.6,0.32,"Dropout",NA
"1","9130","1",1,120,"6","9","2",120,"0","0","0","0",21,"1",10.8,1.4,1.74,"Enrolled",1
"2","9130","1",1,130,"1","9","6",160,"0","0","1","0",31,"0",16.2,0.3,-0.92,"Dropout",NA
"2","9119","1",1,110,"1",NA,"5",150,"1","0","1","0",46,"0",7.6,2.6,0.32,"Dropout",1
"1","9119","1",1,133,"1","3","4",121.8,"1","0","1","0",18,"0",8.9,1.4,3.51,"Enrolled",1
"1","9119","1",1,138,"1","3","4",125.4,"1","1","1","0",19,"0",8.9,1.4,3.51,"Dropout",NA
"1","9556","1",1,131,"1",NA,NA,126.6,"1","0","1","0",23,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9130","1",39,150,"1","2",NA,150,"0","0","1","0",22,"0",12.7,3.7,-1.7,"Dropout",2
"1","9147","1",1,125,"1","3","10",114.5,"1","0","1","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9147","1",1,108,"41","9","9",107,"0","0","0","0",19,"1",8.9,1.4,3.51,"Dropout",NA
"1","9147","1",1,116,"1","3","4",115.7,"0","0","1","0",22,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9130","1",1,133.1,"1","3",NA,120,"0","0","1","0",29,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9500","1",1,147,"1","9","5",134.8,"1","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9238","1",1,143,"1","9","9",133.6,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","171","1",1,115,"1","9",NA,129,"1","0","0","1",23,"0",9.4,-0.8,-3.12,"Dropout",NA
"2","9991","0",1,160,"1",NA,NA,128.4,"0","0","0","0",34,"0",12.4,0.5,1.79,"Graduate",1
"1","9147","1",1,118,"1","9","9",122.2,"0","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9085","1",1,122,"1","2","5",113.3,"1","0","0","0",18,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9500","1",1,143,"1","4","4",129.9,"0","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,133,"1","1","1",126.2,"1","0","0","0",19,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9853","1",1,122,"1","4","5",112.6,"1","0","0","0",22,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","9238","1",1,164,"1","9","9",149,"1","0","0","1",23,"0",10.8,1.4,1.74,"Graduate",NA
"2","9500","1",1,133.1,"1","9","9",120,"0","0","1","1",34,"0",12.7,3.7,-1.7,"Graduate",2
"1","9119","1",1,127,"1","5","5",120.4,"1","0","1","0",18,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9773","1",1,140,"1","4","1",128.1,"1","1","1","0",21,"0",16.2,0.3,-0.92,"Dropout",2
"1","9238","1",1,127,"1","4","3",141.7,"1","0","1","0",22,"0",10.8,1.4,1.74,"Dropout",NA
"1","9003","1",12,133.1,"1","9","10",130,"0","0","1","0",28,"0",11.1,0.6,2.02,"Dropout",NA
"1","9119","1",1,115,"1","4","6",113.3,"1","0","1","0",23,"0",7.6,2.6,0.32,"Dropout",NA
"1","9773","1",1,108,"1",NA,"3",105.9,"0","0","1","0",20,"0",7.6,2.6,0.32,"Dropout",2
"1","9119","1",1,136,"1","5","4",122.7,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9147","1",12,133.1,"1","9","9",120,"1","0","1","0",28,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9070","1",39,120,"1","5",NA,119.8,"0","0","1","0",21,"0",12.4,0.5,1.79,"Dropout",NA
"1","9670","1",1,133.1,"1","9",NA,122.9,"0","0","1","0",25,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9085","1",39,160,"1","5","4",160,"1","1","1","0",19,"0",12.4,0.5,1.79,"Dropout",2
"1","9500","1",1,128,"1","4","10",125.2,"1","0","1","1",18,"0",12.4,0.5,1.79,"Graduate",1
"1","9119","1",3,130,"1",NA,NA,143.4,"0","0","1","0",29,"0",10.8,1.4,1.74,"Dropout",2
"1","9119","1",19,133.1,"1","3",NA,96.7,"0","0","1","1",29,"0",12.4,0.5,1.79,"Dropout",NA
"1","9254","1",1,137,"1","4","5",126.9,"0","0","1","0",20,"0",16.2,0.3,-0.92,"Graduate",2
"1","171","1",1,163,"1","9",NA,143.1,"0","0","1","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9254","1",1,125,"1",NA,NA,114.5,"0","0","1","0",20,"0",8.9,1.4,3.51,"Graduate",NA
"2","9119","1",1,120,"1",NA,NA,140,"1","0","1","0",33,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9991","0",1,150,"1","5","5",113.7,"0","0","1","0",30,"0",16.2,0.3,-0.92,"Graduate",2
"1","9556","1",1,135,"1","1","1",131.5,"0","0","1","1",21,"0",16.2,0.3,-0.92,"Enrolled",NA
"1","9003","1",1,148,"1",NA,NA,143.5,"0","0","1","0",18,"0",8.9,1.4,3.51,"Graduate",NA
"1","9500","1",1,138,"1","9","9",126.8,"0","0","1","1",19,"0",15.5,2.8,-4.06,"Graduate",2
"1","9070","1",1,119,"1","9","9",115.2,"0","0","1","1",21,"0",15.5,2.8,-4.06,"Dropout",2
"1","9556","1",1,130,"1","4","5",100,"0","0","1","1",25,"0",15.5,2.8,-4.06,"Dropout",2
"1","9670","1",1,135,"1",NA,"10",121.4,"0","0","1","0",19,"0",9.4,-0.8,-3.12,"Graduate",2
"1","9070","1",39,120,"1","9","3",120,"1","0","1","0",23,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9070","1",1,126,"1","9",NA,129.9,"1","0","1","1",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","171","1",1,149,"1","2","5",151.1,"1","0","1","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9003","1",1,110,"1","9","6",120,"0","0","1","0",31,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9003","1",1,133.1,"1","4",NA,130,"0","0","1","0",32,"0",16.2,0.3,-0.92,"Dropout",2
"1","9500","1",1,127,"1","4","9",119,"1","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9773","1",6,120,"1",NA,NA,122,"1","0","0","0",34,"0",7.6,2.6,0.32,"Graduate",NA
"1","9773","1",1,136,"1",NA,NA,129.7,"1","0","0","0",21,"0",7.6,2.6,0.32,"Graduate",1
"1","9238","1",1,110,"1","9",NA,112.5,"1","0","0","1",53,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,136,"1","4",NA,136,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",2
"1","9773","1",1,145,"1","9","5",133.1,"0","0","0","1",20,"0",10.8,1.4,1.74,"Graduate",NA
"1","9773","1",1,159,"1","9","9",151.3,"1","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","171","1",1,147,"1",NA,NA,133.3,"0","0","0","0",32,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9500","1",1,150,"1","9","9",130.8,"1","0","0","1",21,"0",12.7,3.7,-1.7,"Graduate",NA
"1","8014","0",3,140,"1","9","4",140,"0","0","0","0",26,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9085","1",39,150,"1","4",NA,150,"1","0","0","0",26,"0",15.5,2.8,-4.06,"Graduate",NA
"2","9991","0",39,130,"1","4","9",130,"0","0","0","0",21,"0",15.5,2.8,-4.06,"Dropout",2
"1","9773","1",1,120,"1","5","5",125.3,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9070","1",39,130,"1","5","9",124,"1","0","0","1",21,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9254","1",1,112,"1","9","5",113.8,"1","0","0","0",21,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9670","1",1,128,"1",NA,NA,124.4,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9147","1",1,114,"1","9",NA,107.7,"0","0","0","0",19,"0",10.8,1.4,1.74,"Dropout",1
"1","9238","1",1,118,"1","5","5",110,"0","0","0","1",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",3,130,"1",NA,NA,130,"1","0","0","0",27,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,145,"1","9","4",138.8,"1","0","0","1",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9147","1",1,121,"1","9","9",126.3,"1","0","0","0",20,"0",12.7,3.7,-1.7,"Dropout",1
"1","9500","1",1,114,"1","5","5",114.5,"1","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","9670","1",1,127,"1",NA,NA,116.5,"1","0","0","0",20,"0",16.2,0.3,-0.92,"Dropout",1
"1","9238","1",1,145,"1",NA,"6",128.6,"1","0","0","1",19,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9238","1",1,130,"1","5","5",130,"1","0","0","0",20,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","171","1",1,150,"1",NA,"10",134.6,"0","0","0","0",20,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9853","1",1,145,"1","9","5",146.8,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9085","1",1,128,"1","5","4",135.7,"1","0","0","0",20,"0",10.8,1.4,1.74,"Graduate",1
